luminosity_distance theta_jn
1201.2079725331857 1.8079425521637655
1424.3777481917505 1.0096571848425904
4952.989301094727 1.5721623764221486
4942.10699343353 1.5633163578365117
4939.797900679275 1.7421272801244703
4875.277875260708 1.7190850477918755
4663.20693638678 1.5347943463801614
4922.879155395642 1.346348759900731
4796.427530610901 1.8800665917141648
4782.969043725848 1.881601183151735
4724.736314355848 1.4076289150832075
4798.8758057055775 1.3440935888767662
4446.842298472737 1.5857753611707088
4913.7059154608505 1.2903526966303105
4472.84639553878 1.7497315654702965
4422.282296498761 1.6628654336536774
4415.781376899578 1.689983965692331
1202.6688542491534 1.3798861887612424
4647.989625313115 1.3699175323339123
4531.79698600561 1.426823912674354
4553.551704731567 1.4033224930560044
4328.335994985447 1.630992229785724
4928.314126765015 2.0631114452368413
4358.057273375716 1.7832278040053056
1933.898241143313 2.2866947156774473
4386.917323330583 1.4613928071836872
4533.245776570165 1.37410199905973
4531.386888442619 1.921076626992246
4771.528670521909 2.0457102867651513
4655.9994674602485 2.007100005689985
4149.046667409789 1.7279946352118618
4119.010975538439 1.593174754819811
4143.923002744833 1.7446040148862727
4868.7191341020825 2.127690641458095
4128.349506650569 1.5394579292929853
4957.539776013913 2.1618928261899844
4406.199177925761 1.9517221896862211
4720.712458413876 1.207968420070973
4066.951854718259 1.7211055252706815
4847.124042655013 2.1445442056694755
2746.2507335948685 2.8975748240687156
1417.5521099430387 1.1312271516549974
4754.153833902321 1.1842218212789937
4650.371579755872 2.0895539541332444
4348.304854326641 1.9656715301084984
4536.28646118092 2.048302135012633
4221.048331494652 1.3819177625966519
3982.716374258152 1.702482227222875
4007.452937831494 1.5445886459642744
4044.060147981563 1.4954646006736105
3966.724358454818 1.713943634859772
4136.580695914701 1.4080202314178474
3994.955437461966 1.5169512246570278
3984.25951272908 1.7934145307788063
4979.574158229575 2.249398658368463
4038.5145006325965 1.44126644123469
3933.492739671585 1.529643332989353
4005.053150283241 1.4570041352173362
4342.874129059338 2.0353014114744625
4430.754947900536 1.2377460620620626
4846.903306434965 1.1009229643772325
4047.8875474288093 1.4124852032076596
4134.09980880213 1.359735409710228
4104.190912799526 1.3688559521576087
4056.8101597272666 1.9075491926728394
4314.286383902068 2.038410600720147
4148.854376302494 1.3396356330328507
4758.2619917187785 1.1079729044668123
3832.7334513232804 1.7350686538854299
4384.81545127025 1.2301017589535574
4666.472665198835 1.1306288081674398
3798.0563038247715 1.6095335076054296
4457.551884103343 1.1961356980770856
4481.5919955168365 1.1865770702644134
3779.918350714701 1.6343357439247141
4902.114160663665 1.053767087537938
4503.112795277802 1.1759427639622526
4294.181606428757 2.0675936589835224
4118.368073747726 1.9931959561844317
4413.664318218327 2.125160799467561
4114.711048311514 1.314986526369073
3765.7786296064746 1.5658199141182112
3733.0808268263113 1.6621170457043297
4424.962995275898 1.179726309795577
2010.832099165351 2.258836866371375
3763.461103381548 1.7976165629197278
4098.302542926218 2.0223820340230607
4928.782893682017 2.334554771623545
3721.435335004009 1.7598458164914215
3811.412835284563 1.858554436080219
3825.4234382867157 1.4394768474207695
4011.1433196531693 1.9884540654212424
2490.633855925361 0.15714714553312756
4171.832271777374 1.2495186820286113
3730.5243909702886 1.8082890139480043
3968.222949199992 1.3354773217038087
3674.972421632536 1.5577682741012777
2939.7022640140117 3.0011122199692117
4645.0549467203555 2.264178894832067
4163.410064183895 1.2425581563940962
2090.257427473827 2.295455821608614
2951.6106636052828 3.0178854278159064
2046.9526114156815 0.6606672573070408
2467.295448355314 0.224376609794495
4747.548114190115 1.040130529047791
2129.882460958438 2.3160017279112894
2913.573824829591 2.9259191783043654
3815.5529460827306 1.3998551103267767
3684.3409929949353 1.5008746855864346
4028.4699483401546 1.2869339403165776
3870.689827663537 1.9547876090256417
1570.041655486529 1.9642738007900074
4953.128285506641 0.9758016869256543
3665.1542437888065 1.5135497200696153
4512.2231640265145 1.1045157641490242
4029.530288802295 2.04467143421858
3603.8224794522102 1.5783796782788901
1970.8025286191944 2.2159841385771903
4882.790970025227 0.9872811544054669
4330.954237400485 1.1579350940839823
4741.53703817195 2.3279235585588673
4222.157503780199 1.1941246888664332
3706.1816728012536 1.4469598098038952
4151.090784704477 2.11543983113767
3597.1810073693264 1.5537793210861628
3834.1491779149637 1.3587450786962243
3605.7046490623957 1.7795055184325286
3605.2112463019275 1.5354725070907023
3733.8656203319515 1.9067480723891321
1375.0484476667943 1.2324073811587537
4484.682164228066 2.255276199542727
1439.0730598780253 1.1640054575737095
4471.9925909275835 2.2547658105548636
3867.6911351830845 1.9977158910604678
3722.1473285558945 1.9118644882952838
4331.552300395234 1.137584642448734
3716.9840612039025 1.915321418730356
4979.7634577863955 2.4442441189769335
3686.3140668483907 1.9005821209811782
3574.1129490609774 1.8080338066422772
3568.6958787583176 1.5097874059148588
3997.247900114012 2.0898715424647767
3590.116264579394 1.8473251490877112
3511.64852482218 1.5537496311150225
2440.5762636017585 0.3162494035171206
3961.0366000565305 2.0849635406540674
3956.689968988805 2.0848073982855078
3779.099698654015 1.9962538204047973
4809.738025413931 2.416709806593425
3486.004796155532 1.5763346562443374
3483.1922413620573 1.7453044520781067
4487.481635403505 1.058315315612931
3807.7888752718995 2.017736913712304
3555.552060540283 1.8488448345793511
4919.981028772837 2.463156690522451
3654.645850499936 1.9316353688418237
4607.080216005461 2.353987521497731
3491.023426242478 1.783424503768167
4316.0091206034085 2.248665854178067
3887.282046462359 2.067090014908512
3868.524282236217 1.2798229564961978
3528.9587350781353 1.8351798670765729
4633.811106246314 2.37193598663443
4181.329666419991 2.2021525361114795
3492.5542671872086 1.517762345220582
3431.178785880943 1.6259346295722954
4951.539677762977 2.496377852754607
4533.254338636981 2.345041635621413
4705.385740420355 2.408396681532444
3480.441381491674 1.516152555559802
3557.301662185224 1.8903641605389014
3455.5370437869874 1.7937680697525111
3431.9297057258855 1.565135978463232
3662.569213644522 1.3636013075847833
3933.2707135452465 1.2298390613367127
3779.2028046872497 2.043740132668821
4094.2705125057605 2.1891122562622956
4859.771709727469 0.9216990560321959
4517.481814347762 2.354633812211071
3400.5215157031985 1.6141443953282817
4709.68197689287 0.9638536933174391
4628.209125745443 2.4005226240338646
3475.477298958287 1.4866640123835517
3466.9756901502424 1.8421533806808466
4863.937008480152 0.9142895555607798
4749.389687403831 0.9457609412349067
2019.3308454321093 2.205193012069702
4579.496148887994 2.392926876986566
3446.9613382764915 1.8363231462600176
3572.7998202021995 1.394665938739467
4503.374706424474 2.3676144932013097
4829.089222138798 2.489459462450532
3580.240937114967 1.9502269931357474
4690.7272161257215 2.4391792970724526
2221.561311795109 2.3161051791112057
4549.357828212878 2.389080582285647
4459.327170351631 1.0271182832447268
1275.6856822739946 1.5617818957280758
3458.6135416625184 1.865037201174752
3796.46051915949 2.083763424772929
4697.4529008443515 0.9512102763573407
3735.3901992147994 2.0526343360026904
3349.893156085779 1.6906665821604159
3058.7697565304197 2.9309904711048227
4058.4543862673086 2.204666674398379
1422.0066463378969 1.211029164021333
3874.3340757230594 2.1263390895434946
4560.8130648388 0.9880030673257982
4927.989939457399 2.545854392218036
3355.20592615275 1.5854553115256924
3379.800307665351 1.5347624448597321
4177.7100054292 1.107678738594019
4653.201300821612 2.4485275751342197
1309.0239761848375 1.649688685547757
3921.5173432822776 2.158673578430665
4201.547389205786 1.0973421443821036
4908.821906422541 2.5503659443126567
4236.559394416586 1.082291031273725
3833.3993822433795 1.2327262698124177
4622.22519755035 2.4491830835105737
3992.1840815057835 1.1664671892278107
4185.927026504714 1.09639173260184
4340.909690706565 2.3427847676185944
4135.359710324885 1.112763513568688
3323.965820005357 1.758167057552854
3307.0625664213753 1.7146582274271591
4501.013322803525 2.4094017672154457
3098.8169141488343 2.941615518934088
3296.727467998072 1.6329497899532281
3431.111779469089 1.901391601742715
4658.751759607054 0.9380832771855148
3672.903236035617 2.0628059630041835
3080.401718570625 2.9021248252480323
3455.362011552913 1.9293168763180213
3281.0294777955974 1.689763945962162
4829.235562860125 0.8841761895729142
3619.18943499194 2.038408085830837
4585.002107749765 0.9563288317237314
2696.801994381802 2.570358799324624
2413.9751121681143 0.405600128570718
3927.2625936595223 2.192633715509313
4940.770886746685 2.6013120162531402
4824.5087553082385 0.8830591204851618
4093.1025496682346 2.2654604832083622
3281.798174450716 1.7325343653695173
3380.0846020106587 1.4691948405335125
1467.482783230961 1.1746034096387228
4368.018298158083 2.377506084023056
3298.824786038774 1.5639798753063237
3450.385123042303 1.4103130620880429
2369.2418653580057 2.373907558178653
4895.695246570025 2.589891330328104
3284.365889109245 1.5863847742533799
4084.552663889659 2.2685516535200394
3258.456025463342 1.6619262775885455
4918.571536209386 0.8487573772920046
3464.6818722093776 1.960194172240815
4443.222106332696 2.4195397715761495
2265.85188984086 2.3120192071529053
4176.40110339809 2.3177971551367653
4124.193685152457 1.0917216518560848
3290.655629465739 1.5377021002792286
4224.999847792295 1.0562104628251179
1361.6892766142262 1.3052313243746014
4773.406202895587 0.8843953279746987
