mass_ratio chirp_mass phase geocent_time
0.8932854077620946 32.05297358076601 1.7335189660106238 1126259462.4138443
0.8422223767250325 32.292618394818525 1.730457344380843 1126259462.4144232
0.7771015318947239 32.2532902883671 1.5874453199440064 1126259462.414212
0.8805705618131029 31.78351752534114 4.874806621423521 1126259462.4138682
0.6926278252321033 31.38205919298381 1.3714468027751932 1126259462.4143043
0.7609135904400304 31.33806373189739 1.5139483852281623 1126259462.4140449
0.9890619612113541 31.283718817365106 1.939684607729612 1126259462.4143672
0.9237913290703855 31.816093914646498 1.7341391446006105 1126259462.4141152
0.8057964846796224 31.924806163343625 1.6864804594085947 1126259462.4143999
0.9445745210850247 32.39224566169223 1.8188889586169195 1126259462.4141128
0.7082835325460717 31.260178718216423 4.476205129682505 1126259462.414
0.8206975668410423 30.804053306443134 1.9806501718584189 1126259462.4144187
0.7261996793718742 32.02633878783453 1.3888356358826237 1126259462.414076
0.8578403944568328 32.29539953379651 1.5113676943645473 1126259462.4136982
0.7320437085448852 31.209672709172942 1.4949545297808076 1126259462.4141843
0.8615389656545014 31.860797067236998 1.932043794424967 1126259462.414625
0.8168630012438642 32.37265354401949 1.512458464512239 1126259462.4140382
0.9962366140066196 32.17969520064685 1.6585660150145645 1126259462.4137661
0.6791613314364557 31.253391978420286 1.2709276673687573 1126259462.4141474
0.747174835555556 31.290503290568797 1.4921082088258222 1126259462.414039
0.7915475598421317 32.02773514021602 1.6909566736212147 1126259462.4143534
0.7210459141444785 31.36222204995973 1.5107593447051921 1126259462.414091
0.8206248337144568 31.281723211649837 1.9246944127720924 1126259462.4143534
0.6747593764937607 31.05588953441533 4.504197181761423 1126259462.4141762
0.806452129233333 31.379421780392796 5.103199128144957 1126259462.4146383
0.8625526019226509 32.336786842148705 4.812936345945621 1126259462.4142263
0.9390796871600884 31.579331433769198 5.171594192578702 1126259462.41434
0.9690728213092276 31.24805435686305 2.084797599965052 1126259462.4143593
0.6760530526914781 31.188402417479626 4.366807898456737 1126259462.414018
0.9143428312412436 30.724782624423867 2.161291115115357 1126259462.4146056
0.6754699111523846 31.658444315946046 1.1044173214070978 1126259462.4138496
0.8379074052176222 31.46262110888881 2.0250929135906532 1126259462.4147143
